Dataset,nbFile,V,E,TalgoLi&,TalgoA,TalgoX,NBalgoLi&,NBalgoA,NBalgoX
Enron,11,44.4545,107.6364,0.0009,0.0375,0.0,22.9091,9.9091,0.0
