Dataset,nbFile,V,E,TalgoLi&,TalgoA,TalgoX,NBalgoLi&,NBalgoA,NBalgoX
Rollernet,47,58.2979,558.1702,0.0013,0.0427,0.0,10.4468,6.0213,0.0
