File,V,E,TalgoLi&,TalgoA,TalgoX,NBalgoLi&,NBalgoA,NBalgoX
tests17_640.point,640,2981,0.0221,3.7382,0,168,155,0
tests2_900.point,900,5897,0.0471,9.8079,0,175,164,0
tests15_740.point,740,3864,0.0348,5.0045,0,177,168,0
tests12_500.point,500,1741,0.0152,1.9273,0,171,154,0
tests1_680.point,680,3230,0.027,4.0472,0,179,164,0
tests8_970.point,970,6617,0.0908,13.3918,0,174,169,0
tests7_860.point,860,5431,0.0453,10.0182,0,176,161,0
tests10_540.point,540,2143,0.0275,2.6692,0,169,150,0
tests14_970.point,970,6741,0.0969,13.4013,0,176,169,0
tests11_520.point,520,1884,0.0299,2.864,0,175,158,0
tests4_950.point,950,6533,0.0679,13.4864,0,173,158,0
tests12_540.point,540,2099,0.0244,3.4066,0,181,157,0
tests12_890.point,890,5711,0.0436,10.4113,0,178,164,0
tests14_820.point,820,4874,0.0354,6.8983,0,173,158,0
tests18_650.point,650,3088,0.0228,3.9762,0,170,159,0
tests15_800.point,800,4773,0.0355,6.1714,0,172,149,0
tests17_910.point,910,6067,0.0485,11.724,0,175,157,0
tests2_510.point,510,1900,0.0351,3.0031,0,176,152,0
tests17_520.point,520,1950,0.0249,3.8131,0,166,151,0
tests2_610.point,610,2683,0.0224,3.0794,0,171,150,0
tests8_770.point,770,4223,0.0329,7.7649,0,173,160,0
tests4_960.point,960,6699,0.0542,11.6666,0,175,159,0
tests0_660.point,660,3055,0.0233,3.6931,0,167,161,0
tests17_870.point,870,5519,0.0398,10.0582,0,175,162,0
tests11_600.point,600,2714,0.0212,3.2311,0,184,156,0
tests6_580.point,580,2448,0.0198,2.8948,0,181,156,0
tests6_810.point,810,4689,0.0374,6.4384,0,173,155,0
tests10_530.point,530,1960,0.0211,2.4471,0,170,160,0
tests7_590.point,590,2519,0.0205,3.1807,0,171,154,0
tests1_880.point,880,5529,0.045,10.3851,0,177,161,0
tests19_520.point,520,1881,0.0181,2.7245,0,176,155,0
tests7_700.point,700,3540,0.0286,5.0924,0,178,161,0
tests14_730.point,730,3749,0.0577,5.3327,0,181,162,0
tests7_800.point,800,4583,0.0408,9.0323,0,171,160,0
tests11_930.point,930,6216,0.0966,14.2373,0,176,169,0
tests17_730.point,730,3879,0.0343,6.7338,0,178,161,0
tests18_590.point,590,2502,0.0213,3.8196,0,169,155,0
tests2_950.point,950,6442,0.0706,11.1604,0,179,166,0
tests11_740.point,740,4186,0.0345,6.571,0,172,159,0
tests14_560.point,560,2276,0.0192,3.2943,0,173,160,0
tests18_900.point,900,5789,0.0461,10.3696,0,175,162,0
tests5_730.point,730,3855,0.0282,5.8806,0,178,160,0
tests15_1000.point,1000,7114,0.0604,15.2618,0,181,163,0
tests11_670.point,670,3130,0.0251,5.3253,0,177,159,0
tests1_640.point,640,2924,0.0258,4.5454,0,162,153,0
tests9_720.point,720,3695,0.0683,7.0911,0,174,155,0
tests18_610.point,610,2701,0.0225,3.5672,0,171,157,0
tests11_990.point,990,7123,0.0743,12.4048,0,171,162,0
tests4_550.point,550,2130,0.0286,2.971,0,168,161,0
tests6_680.point,680,3309,0.0256,4.1521,0,174,155,0
tests8_630.point,630,2748,0.0455,4.8401,0,171,157,0
tests16_800.point,800,4778,0.0377,8.0039,0,168,152,0
tests14_920.point,920,6118,0.0599,12.7807,0,175,160,0
tests7_770.point,770,4216,0.0422,6.7751,0,178,159,0
tests14_670.point,670,3223,0.0339,3.8129,0,172,159,0
tests9_910.point,910,5892,0.0562,8.6556,0,184,168,0
tests8_1000.point,1000,7391,0.0539,11.6006,0,169,169,0
tests19_880.point,880,5651,0.0423,8.1906,0,173,167,0
tests4_740.point,740,3932,0.0881,10.616,0,174,155,0
tests14_960.point,960,6601,0.0509,13.9914,0,176,160,0
tests6_570.point,570,2269,0.0488,3.7043,0,175,166,0
tests8_930.point,930,6094,0.0619,10.8762,0,181,164,0
tests18_830.point,830,4871,0.062,7.4219,0,174,160,0
tests8_910.point,910,6055,0.0501,10.2613,0,171,161,0
tests16_980.point,980,6949,0.1563,14.1118,0,185,168,0
tests3_770.point,770,4280,0.0396,8.3214,0,173,160,0
tests13_820.point,820,4900,0.0391,10.2156,0,178,157,0
tests12_750.point,750,4046,0.0292,7.3088,0,172,162,0
tests8_730.point,730,3812,0.0303,4.86,0,165,160,0
tests7_870.point,870,5385,0.0416,7.751,0,181,168,0
tests16_930.point,930,6197,0.0531,9.3951,0,169,171,0
tests4_580.point,580,2490,0.0197,2.6672,0,167,155,0
tests3_750.point,750,4065,0.0335,5.2684,0,169,163,0
tests17_830.point,830,5065,0.0344,7.0348,0,171,163,0
tests4_610.point,610,2746,0.0233,3.1698,0,178,154,0
tests15_870.point,870,5525,0.0563,7.9404,0,177,158,0
tests12_910.point,910,6099,0.0493,9.0905,0,173,165,0
tests15_580.point,580,2415,0.0202,2.7712,0,170,157,0
tests10_710.point,710,3661,0.0297,4.5122,0,173,158,0
tests18_800.point,800,4649,0.0382,6.2705,0,175,166,0
tests13_630.point,630,2829,0.0227,3.3389,0,178,166,0
tests2_800.point,800,4599,0.0364,6.4601,0,178,174,0
tests6_620.point,620,2681,0.0207,3.0699,0,181,160,0
tests8_750.point,750,3988,0.0348,5.1049,0,171,159,0
tests0_760.point,760,4142,0.0331,5.7048,0,163,165,0
tests3_520.point,520,2005,0.0161,2.0278,0,176,151,0
tests11_890.point,890,5676,0.0532,8.5678,0,169,162,0
tests12_580.point,580,2420,0.0192,2.6677,0,179,158,0
tests6_910.point,910,5946,0.0491,8.929,0,183,163,0
tests7_790.point,790,4551,0.0328,6.0705,0,173,159,0
tests8_720.point,720,3804,0.0427,6.0029,0,172,161,0
tests19_890.point,890,5830,0.0448,10.0902,0,170,158,0
tests14_580.point,580,2525,0.021,2.7823,0,166,152,0
tests15_620.point,620,2743,0.0215,3.8749,0,174,152,0
tests15_610.point,610,2597,0.0293,3.3751,0,183,155,0
tests19_550.point,550,2131,0.018,2.4699,0,184,165,0
tests0_610.point,610,2651,0.0206,3.0079,0,172,153,0
tests7_930.point,930,6481,0.0509,10.2873,0,172,164,0
tests13_830.point,830,4949,0.0649,8.2807,0,177,164,0
tests0_680.point,680,3379,0.0361,6.0802,0,171,160,0
tests8_820.point,820,5005,0.0359,6.8029,0,168,164,0
tests13_950.point,950,6488,0.0519,10.3322,0,184,165,0
tests10_780.point,780,4274,0.0358,6.0323,0,185,169,0
tests7_900.point,900,5676,0.045,9.6549,0,177,162,0
tests5_980.point,980,6847,0.0508,14.4654,0,178,166,0
tests12_560.point,560,2281,0.0186,2.4497,0,174,151,0
tests17_820.point,820,4933,0.0369,6.9262,0,179,158,0
tests3_910.point,910,5875,0.0459,8.8554,0,184,155,0
tests10_550.point,550,2143,0.0179,2.2781,0,176,166,0
tests11_650.point,650,3021,0.0289,3.5214,0,172,150,0
tests1_710.point,710,3657,0.0607,4.5523,0,176,157,0
tests8_710.point,710,3586,0.0321,6.5149,0,173,170,0
tests9_810.point,810,4769,0.0356,6.7405,0,173,160,0
tests19_600.point,600,2535,0.023,3.0285,0,171,153,0
tests4_560.point,560,2321,0.0194,2.5,0,174,153,0
tests19_570.point,570,2282,0.0197,2.4757,0,178,156,0
tests14_780.point,780,4397,0.0455,6.6342,0,174,163,0
tests17_610.point,610,2817,0.0209,4.1682,0,176,154,0
tests13_590.point,590,2481,0.0192,2.8456,0,175,149,0
tests7_670.point,670,3179,0.0236,3.8596,0,176,164,0
tests10_950.point,950,6534,0.0498,10.1345,0,170,155,0
tests1_940.point,940,6306,0.0531,11.4461,0,169,161,0
tests17_950.point,950,6650,0.0452,10.9661,0,173,164,0
tests19_510.point,510,1986,0.0191,2.2317,0,163,145,0
tests7_880.point,880,5751,0.0388,9.5014,0,172,166,0
tests18_880.point,880,5468,0.1203,9.8589,0,168,165,0
tests15_520.point,520,1946,0.0172,3.3243,0,167,150,0
tests0_800.point,800,4677,0.0443,7.5993,0,179,159,0
tests19_610.point,610,2663,0.0204,2.999,0,183,162,0
tests6_650.point,650,2965,0.059,7.6697,0,173,163,0
tests1_690.point,690,3542,0.066,9.7922,0,165,155,0
tests7_650.point,650,3098,0.0648,8.7051,0,166,147,0
tests18_620.point,620,2833,0.0461,8.0039,0,161,153,0
tests17_860.point,860,5454,0.1281,19.8256,0,169,167,0
tests6_520.point,520,1890,0.0174,3.9426,0,180,160,0
tests0_750.point,750,4029,0.0322,5.2258,0,176,164,0
tests16_880.point,880,5722,0.0413,8.4718,0,165,156,0
tests6_560.point,560,2258,0.0183,2.4029,0,164,154,0
tests5_950.point,950,6531,0.0471,10.7085,0,178,163,0
tests11_640.point,640,3154,0.0266,4.8937,0,169,151,0
tests18_520.point,520,1965,0.0164,1.9858,0,168,149,0
tests15_690.point,690,3407,0.0273,4.5547,0,170,152,0
tests1_560.point,560,2275,0.0192,2.6381,0,177,148,0
tests17_680.point,680,3454,0.0284,5.3253,0,172,157,0
tests9_510.point,510,1872,0.0174,2.5827,0,181,151,0
tests17_900.point,900,5896,0.0448,10.6591,0,179,162,0
tests16_660.point,660,3010,0.024,4.437,0,174,159,0
tests8_680.point,680,3377,0.0506,5.312,0,167,154,0
tests14_510.point,510,1952,0.0161,2.5515,0,168,154,0
tests7_710.point,710,3710,0.0296,5.2885,0,173,155,0
tests0_670.point,670,3222,0.0304,5.538,0,173,160,0
tests1_990.point,990,7121,0.0568,14.5989,0,175,157,0
tests9_530.point,530,2059,0.0185,2.9268,0,167,154,0
tests14_760.point,760,4139,0.0322,5.5648,0,179,164,0
tests4_500.point,500,1810,0.0154,2.0335,0,164,147,0
tests12_870.point,870,5745,0.0411,8.152,0,175,162,0
tests13_750.point,750,4076,0.0328,5.3061,0,170,162,0
tests7_630.point,630,3050,0.0234,3.4361,0,169,151,0
tests13_580.point,580,2413,0.0207,2.5515,0,173,158,0
tests18_960.point,960,6892,0.0556,10.9493,0,175,162,0
tests9_940.point,940,6407,0.0511,9.6194,0,178,170,0
tests3_560.point,560,2322,0.0177,2.54,0,170,160,0
tests10_860.point,860,5350,0.0434,7.7603,0,182,160,0
tests11_770.point,770,4353,0.0321,5.7095,0,173,164,0
tests3_920.point,920,6133,0.0465,9.0368,0,179,167,0
tests19_830.point,830,4778,0.0485,6.8824,0,183,165,0
tests5_560.point,560,2297,0.0188,2.4531,0,168,147,0
tests5_780.point,780,4515,0.0333,6.0138,0,175,157,0
tests9_850.point,850,5237,0.0469,7.5151,0,184,162,0
tests11_720.point,720,3838,0.028,4.6808,0,164,146,0
tests6_960.point,960,6780,0.0487,10.7308,0,177,162,0
tests18_640.point,640,2983,0.0247,3.6695,0,169,153,0
tests4_970.point,970,6718,0.0549,14.4875,0,183,163,0
tests9_790.point,790,4437,0.0347,8.1219,0,182,161,0
tests1_700.point,700,3476,0.0683,6.2104,0,172,162,0
tests1_930.point,930,6369,0.0523,12.9353,0,174,160,0
tests5_660.point,660,3086,0.0242,4.1896,0,168,157,0
tests16_500.point,500,1771,0.0138,1.9479,0,169,149,0
tests18_840.point,840,5179,0.0406,9.0367,0,174,164,0
tests14_590.point,590,2511,0.0247,3.1012,0,167,152,0
tests11_950.point,950,6550,0.0603,11.8709,0,182,163,0
tests0_990.point,990,7303,0.0682,17.1979,0,178,160,0
tests2_570.point,570,2419,0.0223,3.1298,0,169,149,0
tests9_690.point,690,3373,0.0488,5.4743,0,176,156,0
tests8_700.point,700,3592,0.0304,5.0503,0,173,158,0
tests14_800.point,800,4626,0.0387,6.3814,0,172,162,0
tests2_560.point,560,2312,0.0185,2.4581,0,167,158,0
tests4_670.point,670,3297,0.0258,4.0631,0,169,159,0
tests2_740.point,740,3939,0.0343,5.094,0,181,171,0
tests8_990.point,990,7032,0.1082,11.5037,0,177,175,0
tests7_830.point,830,5011,0.0364,10.1857,0,171,164,0
tests16_780.point,780,4404,0.0349,6.1567,0,177,154,0
tests16_530.point,530,2077,0.0149,2.2175,0,171,150,0
tests1_530.point,530,2030,0.0165,2.0722,0,175,165,0
tests0_620.point,620,2789,0.0227,3.1366,0,171,162,0
tests7_550.point,550,2204,0.0192,2.2976,0,166,150,0
tests16_560.point,560,2268,0.0184,2.5179,0,181,154,0
tests18_750.point,750,3902,0.0328,5.81,0,178,168,0
tests6_920.point,920,6018,0.0543,11.0499,0,174,153,0
tests14_620.point,620,2765,0.0354,3.8907,0,164,155,0
tests8_880.point,880,5518,0.0529,10.1953,0,168,162,0
tests17_740.point,740,3926,0.0342,5.8365,0,176,154,0
tests17_850.point,850,5101,0.0451,11.0367,0,180,164,0
tests15_550.point,550,2123,0.0232,4.9963,0,173,161,0
tests9_860.point,860,5388,0.1184,8.8674,0,175,170,0
tests4_920.point,920,6189,0.0478,12.8007,0,177,156,0
tests5_800.point,800,4804,0.0376,6.9463,0,177,157,0
tests15_940.point,940,6590,0.0591,10.5454,0,173,159,0
tests17_750.point,750,4008,0.0308,6.6408,0,175,158,0
tests18_500.point,500,1758,0.0142,1.898,0,176,160,0
tests7_570.point,570,2349,0.0202,2.537,0,177,159,0
tests5_640.point,640,2971,0.0234,3.2815,0,171,151,0
tests11_840.point,840,5190,0.0374,7.4129,0,163,167,0
tests10_660.point,660,3125,0.0301,3.7632,0,167,156,0
tests8_600.point,600,2681,0.021,3.0961,0,172,152,0
tests16_950.point,950,6616,0.0499,10.1994,0,173,159,0
tests3_700.point,700,3504,0.0236,4.2233,0,171,152,0
tests13_670.point,670,3189,0.0239,3.8304,0,179,159,0
tests1_730.point,730,3761,0.0318,4.7588,0,177,162,0
tests2_600.point,600,2583,0.0231,2.9714,0,170,154,0
tests9_700.point,700,3512,0.0358,4.3136,0,180,164,0
tests4_730.point,730,3848,0.0302,4.8816,0,177,163,0
tests10_870.point,870,5401,0.0431,8.3069,0,182,166,0
tests3_820.point,820,4821,0.0398,6.6752,0,175,157,0
tests4_540.point,540,2055,0.0175,2.2177,0,172,158,0
tests13_600.point,600,2614,0.0222,2.9388,0,174,163,0
tests1_970.point,970,6827,0.0558,10.741,0,173,166,0
tests10_630.point,630,3004,0.0212,3.4004,0,172,153,0
tests13_730.point,730,3793,0.0299,4.788,0,164,163,0
tests16_820.point,820,4796,0.0363,6.683,0,167,159,0
tests3_590.point,590,2453,0.0196,2.722,0,173,158,0
tests18_700.point,700,3495,0.0312,4.4566,0,177,153,0
tests10_810.point,810,4765,0.042,6.6299,0,169,160,0
tests6_750.point,750,4159,0.0333,5.5673,0,175,167,0
tests18_570.point,570,2427,0.0189,2.666,0,171,152,0
tests3_830.point,830,5182,0.0585,7.2092,0,169,164,0
tests1_770.point,770,4276,0.0371,6.8419,0,174,165,0
tests6_870.point,870,5478,0.1227,12.9934,0,171,167,0
tests2_860.point,860,5245,0.0423,8.6904,0,176,161,0
tests0_540.point,540,2161,0.0172,2.6613,0,170,156,0
tests1_750.point,750,4087,0.0384,5.7157,0,175,156,0
tests3_740.point,740,3879,0.0335,5.9411,0,175,162,0
tests3_550.point,550,2209,0.019,2.591,0,176,154,0
tests9_750.point,750,4036,0.0363,6.7599,0,175,156,0
tests2_540.point,540,2017,0.0193,2.7047,0,173,158,0
tests17_500.point,500,1768,0.0249,2.2584,0,178,159,0
tests16_550.point,550,2090,0.0275,2.7544,0,174,154,0
tests8_760.point,760,4194,0.0309,6.8881,0,171,164,0
tests2_530.point,530,2023,0.0201,2.6287,0,165,145,0
tests2_970.point,970,7004,0.0524,12.436,0,175,171,0
tests9_640.point,640,2959,0.0345,4.7214,0,172,157,0
tests5_830.point,830,4901,0.05,7.7411,0,173,164,0
tests5_590.point,590,2577,0.0433,3.471,0,171,153,0
tests5_690.point,690,3422,0.036,9.8497,0,170,157,0
tests1_900.point,900,5816,0.046,12.3011,0,177,157,0
tests4_720.point,720,3697,0.0328,5.4222,0,179,161,0
tests19_760.point,760,4159,0.0363,6.4776,0,174,152,0
tests18_950.point,950,6536,0.0555,13.7935,0,178,168,0
tests0_550.point,550,2134,0.0657,3.1227,0,179,152,0
tests18_1000.point,1000,7299,0.0566,14.0205,0,174,158,0
tests0_910.point,910,5875,0.042,9.3932,0,182,167,0
tests10_500.point,500,1839,0.0175,3.2076,0,162,148,0
tests2_850.point,850,5172,0.0393,9.0027,0,180,162,0
tests11_660.point,660,3155,0.0251,4.0728,0,171,160,0
tests6_760.point,760,4183,0.0361,5.8474,0,173,155,0
tests2_940.point,940,6372,0.0509,10.4366,0,168,165,0
tests16_670.point,670,3192,0.0439,4.2245,0,178,159,0
tests10_560.point,560,2233,0.0181,3.5265,0,172,160,0
tests7_640.point,640,3035,0.0227,3.8251,0,172,157,0
tests16_990.point,990,7074,0.1506,15.6219,0,172,165,0
tests10_900.point,900,5880,0.0428,8.4178,0,172,160,0
tests8_980.point,980,6956,0.0559,11.0495,0,182,158,0
tests7_810.point,810,4774,0.0412,7.1363,0,172,164,0
tests16_870.point,870,5336,0.0427,9.6406,0,170,164,0
tests2_990.point,990,7129,0.0587,13.1532,0,179,160,0
tests12_1000.point,1000,7155,0.0535,12.0765,0,176,171,0
tests5_1000.point,1000,7329,0.0526,11.572,0,184,161,0
tests12_900.point,900,5859,0.0454,8.3057,0,177,164,0
tests16_680.point,680,3331,0.026,3.7544,0,171,164,0
tests12_940.point,940,6327,0.0479,9.2645,0,170,166,0
tests15_730.point,730,3852,0.0368,4.8915,0,168,161,0
tests4_910.point,910,5932,0.1263,10.6374,0,191,165,0
tests11_880.point,880,5518,0.0442,10.623,0,175,162,0
tests11_940.point,940,6326,0.0471,9.4121,0,172,161,0
tests14_530.point,530,2031,0.0159,2.0184,0,177,160,0
tests18_870.point,870,5402,0.0397,8.2522,0,178,163,0
tests19_590.point,590,2499,0.0201,2.8649,0,178,164,0
tests16_890.point,890,5733,0.0408,7.9557,0,175,162,0
tests10_600.point,600,2588,0.0207,2.8318,0,180,157,0
tests16_840.point,840,5043,0.0391,6.6937,0,180,166,0
tests6_530.point,530,2062,0.0156,2.324,0,170,154,0
tests0_950.point,950,6550,0.0485,12.3115,0,177,168,0
tests8_840.point,840,5186,0.0343,7.939,0,169,165,0
tests1_550.point,550,2208,0.0181,2.5914,0,164,152,0
tests9_990.point,990,7167,0.0609,12.2731,0,173,163,0
tests13_880.point,880,5584,0.0714,9.8968,0,175,162,0
tests5_570.point,570,2284,0.0203,2.9523,0,173,151,0
tests17_660.point,660,3047,0.0241,4.0898,0,166,157,0
tests7_740.point,740,3893,0.0298,4.8531,0,169,158,0
tests18_740.point,740,4043,0.0293,5.1648,0,173,158,0
tests14_790.point,790,4551,0.0365,6.0697,0,175,160,0
tests6_700.point,700,3520,0.0278,4.2787,0,170,161,0
tests13_940.point,940,6211,0.0479,9.8444,0,183,168,0
tests4_990.point,990,7092,0.0519,10.9262,0,173,163,0
tests9_500.point,500,1835,0.0149,1.7963,0,168,154,0
tests14_870.point,870,5324,0.0414,7.7915,0,177,165,0
tests5_670.point,670,3335,0.0253,3.9742,0,169,160,0
tests5_890.point,890,5698,0.0477,9.3888,0,172,167,0
tests3_610.point,610,2750,0.0229,3.6307,0,174,155,0
tests17_540.point,540,2105,0.0189,2.4135,0,176,160,0
tests12_660.point,660,3225,0.0287,4.402,0,170,158,0
tests8_590.point,590,2418,0.0214,2.9246,0,169,158,0
tests12_790.point,790,4702,0.0348,5.9712,0,164,154,0
tests2_580.point,580,2493,0.0202,2.6696,0,173,151,0
tests6_640.point,640,2909,0.0241,3.4133,0,163,151,0
tests8_530.point,530,2010,0.0162,2.1508,0,173,154,0
tests17_720.point,720,3771,0.0278,4.6281,0,173,153,0
tests12_590.point,590,2537,0.0188,3.0782,0,165,149,0
tests2_660.point,660,3106,0.0272,3.7049,0,175,160,0
tests1_910.point,910,5939,0.046,8.8926,0,180,171,0
tests12_800.point,800,4685,0.0404,8.3827,0,169,162,0
tests17_760.point,760,4046,0.0315,6.0096,0,175,164,0
tests10_850.point,850,5329,0.0423,9.34,0,180,165,0
tests14_700.point,700,3431,0.0368,5.4236,0,179,161,0
tests17_970.point,970,6818,0.0775,13.6609,0,165,168,0
tests10_910.point,910,6125,0.0465,11.3267,0,175,164,0
tests12_930.point,930,6043,0.0463,12.2183,0,174,164,0
tests14_720.point,720,3634,0.0362,8.0589,0,167,155,0
tests7_990.point,990,7110,0.0603,15.4971,0,172,154,0
tests13_570.point,570,2331,0.0185,2.6052,0,172,159,0
tests4_700.point,700,3390,0.0275,4.545,0,181,153,0
tests17_770.point,770,4322,0.0343,6.2113,0,177,157,0
tests0_970.point,970,6674,0.0548,10.558,0,167,165,0
tests9_600.point,600,2616,0.02,3.1974,0,182,164,0
tests11_830.point,830,4965,0.0395,7.4608,0,174,160,0
tests4_710.point,710,3717,0.0293,4.6237,0,166,154,0
tests16_640.point,640,2928,0.0238,3.6879,0,172,160,0
tests15_640.point,640,2951,0.0233,3.761,0,173,155,0
tests16_910.point,910,6014,0.0665,12.2716,0,177,159,0
tests19_850.point,850,5222,0.061,9.9984,0,177,160,0
tests1_520.point,520,1926,0.0218,3.281,0,181,158,0
tests19_670.point,670,3317,0.0292,5.5279,0,169,154,0
tests17_930.point,930,6204,0.049,11.3779,0,182,163,0
tests11_810.point,810,4713,0.0525,7.9038,0,172,158,0
tests15_890.point,890,5777,0.0974,10.377,0,177,169,0
tests3_670.point,670,3227,0.0347,5.2448,0,175,165,0
tests15_980.point,980,6895,0.0532,12.6079,0,178,162,0
tests6_730.point,730,3939,0.029,5.0421,0,179,162,0
tests19_640.point,640,2986,0.0247,3.5637,0,174,155,0
tests2_500.point,500,1766,0.0149,1.8313,0,184,160,0
tests12_510.point,510,1869,0.0158,1.8898,0,172,157,0
tests3_760.point,760,4148,0.0339,5.5783,0,173,161,0
tests9_840.point,840,4963,0.0414,7.2649,0,179,162,0
tests2_620.point,620,2764,0.0222,3.1975,0,169,157,0
tests9_660.point,660,3181,0.0299,3.9554,0,170,154,0
tests14_980.point,980,6998,0.0527,11.4409,0,178,158,0
tests4_570.point,570,2314,0.0202,2.4452,0,170,152,0
tests4_940.point,940,6387,0.0475,9.8327,0,169,160,0
tests2_670.point,670,3109,0.0231,3.804,0,171,160,0
tests12_820.point,820,4838,0.0379,6.704,0,175,169,0
tests8_570.point,570,2361,0.0202,2.6259,0,177,154,0
tests4_880.point,880,5670,0.0491,8.0285,0,183,165,0
tests12_950.point,950,6304,0.0488,9.8638,0,176,166,0
tests10_880.point,880,5673,0.0421,8.3148,0,174,157,0
tests8_660.point,660,3169,0.0268,3.7673,0,169,158,0
tests7_520.point,520,2042,0.0166,2.0464,0,172,151,0
tests2_720.point,720,3753,0.0293,4.8645,0,169,153,0
tests3_800.point,800,4475,0.0383,6.1192,0,192,169,0
tests0_890.point,890,5718,0.0456,8.6014,0,171,163,0
tests18_630.point,630,2778,0.0209,3.3468,0,164,161,0
tests15_600.point,600,2603,0.0208,2.9062,0,175,155,0
tests3_530.point,530,1994,0.0186,2.0563,0,173,159,0
tests18_820.point,820,4883,0.039,7.3856,0,175,160,0
tests16_970.point,970,6793,0.0621,14.2799,0,181,161,0
tests0_730.point,730,3814,0.0351,5.8654,0,168,163,0
tests18_660.point,660,3122,0.0244,5.2757,0,176,156,0
tests5_720.point,720,3800,0.0314,5.3301,0,170,165,0
tests1_890.point,890,5714,0.0499,8.3846,0,170,161,0
tests2_650.point,650,3137,0.0329,3.5376,0,171,157,0
tests10_730.point,730,3781,0.0294,4.7609,0,176,161,0
tests8_580.point,580,2481,0.0216,2.7613,0,170,158,0
tests5_760.point,760,4254,0.0328,5.4407,0,176,161,0
tests2_880.point,880,5661,0.0569,8.3811,0,171,153,0
tests17_560.point,560,2317,0.0153,2.4724,0,170,150,0
tests16_760.point,760,4260,0.0318,7.1335,0,177,158,0
tests9_950.point,950,6563,0.0599,11.2332,0,184,158,0
tests0_810.point,810,4711,0.0403,11.0412,0,165,165,0
tests0_980.point,980,6801,0.0539,14.2007,0,175,166,0
tests6_720.point,720,3798,0.0308,4.6948,0,171,163,0
tests13_560.point,560,2321,0.0284,2.4243,0,165,150,0
tests11_750.point,750,4016,0.0312,5.117,0,176,163,0
tests3_880.point,880,5623,0.0408,8.1456,0,169,153,0
tests10_700.point,700,3460,0.0287,4.3011,0,173,162,0
tests2_810.point,810,4529,0.0376,6.3667,0,178,157,0
tests0_900.point,900,5756,0.0453,8.4958,0,178,160,0
tests7_920.point,920,5895,0.0804,9.5357,0,177,161,0
tests8_650.point,650,2959,0.0256,4.5813,0,174,161,0
tests6_550.point,550,2109,0.018,2.2944,0,167,161,0
tests13_990.point,990,7135,0.0536,12.3782,0,175,165,0
tests2_630.point,630,2844,0.0237,4.6724,0,164,158,0
tests14_860.point,860,5342,0.042,8.1427,0,178,165,0
tests3_500.point,500,1818,0.0155,1.8297,0,181,150,0
tests5_650.point,650,3025,0.0239,3.5437,0,171,156,0
tests1_950.point,950,6371,0.0529,9.6187,0,176,165,0
tests10_670.point,670,3247,0.027,3.8169,0,178,161,0
tests10_890.point,890,5643,0.0479,9.9622,0,172,157,0
tests8_690.point,690,3455,0.0308,4.7119,0,182,166,0
tests14_770.point,770,4330,0.0711,11.6498,0,170,152,0
tests12_690.point,690,3435,0.0643,8.8624,0,177,167,0
tests14_640.point,640,3106,0.0495,7.0835,0,181,151,0
tests6_790.point,790,4492,0.1093,12.254,0,177,159,0
tests12_680.point,680,3393,0.0253,8.8596,0,167,154,0
tests6_540.point,540,2022,0.0173,2.2202,0,167,150,0
tests11_530.point,530,1994,0.027,2.4195,0,166,153,0
tests11_980.point,980,6863,0.1155,21.5244,0,181,163,0
tests19_540.point,540,2048,0.0383,4.482,0,175,158,0
tests16_520.point,520,1984,0.0154,4.0437,0,165,145,0
tests18_910.point,910,5939,0.0585,9.4755,0,170,164,0
tests11_960.point,960,6696,0.0902,11.924,0,171,169,0
tests3_630.point,630,2875,0.0393,4.0002,0,177,159,0
tests8_740.point,740,3965,0.0335,5.961,0,175,164,0
tests7_950.point,950,6414,0.0513,10.1339,0,174,164,0
tests18_970.point,970,6696,0.076,11.0878,0,165,169,0
tests8_860.point,860,5385,0.0421,8.6257,0,171,152,0
tests16_740.point,740,4007,0.0336,5.3457,0,176,158,0
tests15_860.point,860,5296,0.0443,7.9345,0,178,163,0
tests5_900.point,900,5874,0.0746,11.5315,0,172,157,0
tests17_920.point,920,6187,0.0438,14.5953,0,179,166,0
tests10_990.point,990,6984,0.0835,13.1726,0,176,172,0
tests14_500.point,500,1807,0.0159,2.045,0,170,148,0
tests1_960.point,960,6474,0.0498,19.0812,0,173,161,0
tests7_600.point,600,2584,0.0228,2.8361,0,168,161,0
tests5_810.point,810,4693,0.037,7.1941,0,176,166,0
tests6_740.point,740,3956,0.0308,5.8965,0,182,164,0
tests5_540.point,540,2219,0.0301,2.9193,0,168,145,0
tests13_710.point,710,3638,0.0263,4.7226,0,167,160,0
tests11_820.point,820,4827,0.04,8.7509,0,177,157,0
tests12_720.point,720,3782,0.0474,6.216,0,173,155,0
tests7_980.point,980,7087,0.0549,12.2379,0,168,169,0
tests12_740.point,740,3868,0.0329,5.1709,0,178,163,0
tests16_620.point,620,2721,0.0247,3.5335,0,174,160,0
tests10_980.point,980,6986,0.0582,16.076,0,181,167,0
tests9_650.point,650,3046,0.0453,3.7574,0,170,157,0
tests9_730.point,730,3829,0.041,9.5195,0,172,160,0
tests7_890.point,890,5741,0.0448,9.0147,0,168,155,0
tests4_750.point,750,4180,0.0332,5.7751,0,180,163,0
tests17_600.point,600,2574,0.0232,3.3254,0,177,150,0
tests1_740.point,740,3879,0.034,6.1273,0,174,164,0
tests13_960.point,960,6889,0.0526,14.9709,0,182,158,0
tests0_650.point,650,2997,0.0265,3.6112,0,177,154,0
tests18_720.point,720,3827,0.0307,4.599,0,177,160,0
tests2_790.point,790,4573,0.0405,6.1066,0,175,163,0
