Dataset,nbFile,V,E,TalgoLi&,TalgoA,TalgoX,NBalgoLi&,NBalgoA,NBalgoX
JavaDB,989,881.6593,7403.3327,0.056,15.5536,0.0,156.4044,144.911,0.0
