File,V,E,TalgoLi&,TalgoA,TalgoX,NBalgoLi&,NBalgoA,NBalgoX
tests5_990.point,990,7080,0.0401,11.9066,0,171,165,0
tests13_1000.point,1000,7037,0.0863,12.4326,0,175,170,0
tests12_600.point,600,2496,0.0222,3.0427,0,165,154,0
tests2_590.point,590,2574,0.0279,2.5819,0,168,149,0
tests19_500.point,500,1760,0.0122,1.562,0,166,148,0
tests8_500.point,500,1816,0.0115,1.6251,0,175,148,0
tests8_520.point,520,1902,0.0135,1.7068,0,167,147,0
tests7_910.point,910,5922,0.0359,8.28,0,176,169,0
tests3_780.point,780,4426,0.028,5.9045,0,175,161,0
tests4_870.point,870,5509,0.0348,7.8002,0,177,165,0
tests3_1000.point,1000,7134,0.0484,12.6749,0,179,161,0
tests15_910.point,910,5955,0.0397,10.0566,0,181,159,0
tests16_580.point,580,2367,0.0167,2.4873,0,175,159,0
tests11_780.point,780,4466,0.059,8.6307,0,174,165,0
tests7_850.point,850,5296,0.047,9.117,0,176,158,0
tests10_960.point,960,6477,0.0469,9.8476,0,176,168,0
tests1_780.point,780,4202,0.0315,4.8044,0,183,159,0
tests1_790.point,790,4578,0.063,6.5634,0,171,157,0
tests8_800.point,800,4603,0.028,7.1307,0,173,159,0
tests18_730.point,730,3780,0.0251,4.5501,0,173,163,0
tests5_750.point,750,4151,0.0267,6.858,0,168,159,0
tests0_700.point,700,3490,0.0222,3.8575,0,168,163,0
tests6_510.point,510,1807,0.0125,1.5552,0,173,167,0
tests16_720.point,720,3736,0.0377,5.5177,0,176,162,0
tests6_590.point,590,2499,0.0205,2.8786,0,181,154,0
tests11_970.point,970,6788,0.0406,8.9977,0,175,162,0
tests14_630.point,630,2844,0.0176,3.2345,0,171,156,0
tests15_530.point,530,2089,0.0136,2.1362,0,171,148,0
tests6_820.point,820,4921,0.0589,6.1218,0,172,163,0
tests5_520.point,520,1899,0.0186,2.14,0,168,149,0
tests12_850.point,850,5228,0.0371,6.5281,0,184,169,0
tests3_720.point,720,3863,0.0242,4.3193,0,173,160,0
tests16_510.point,510,1918,0.0125,1.6354,0,166,153,0
tests4_690.point,690,3466,0.0232,3.8234,0,176,159,0
tests5_940.point,940,6445,0.0546,10.7129,0,175,169,0
tests14_610.point,610,2627,0.0151,3.009,0,166,151,0
tests18_890.point,890,5654,0.0707,9.2885,0,173,169,0
tests5_620.point,620,2754,0.0188,3.6141,0,166,156,0
tests5_680.point,680,3299,0.0226,4.3654,0,169,152,0
tests2_890.point,890,5598,0.0354,8.3848,0,173,170,0
tests1_800.point,800,4527,0.0402,6.6794,0,180,167,0
tests0_510.point,510,1805,0.012,1.7201,0,173,148,0
tests16_1000.point,1000,7174,0.1084,10.7978,0,182,169,0
tests6_800.point,800,4669,0.0287,6.0947,0,178,165,0
tests11_730.point,730,3783,0.0268,6.0603,0,170,164,0
tests12_860.point,860,5269,0.0341,8.8362,0,186,165,0
tests5_970.point,970,6752,0.0428,11.2468,0,178,169,0
tests0_500.point,500,1786,0.013,2.279,0,177,161,0
tests7_780.point,780,4372,0.0775,7.5061,0,184,166,0
tests15_670.point,670,3189,0.0206,3.7912,0,169,154,0
tests15_970.point,970,6687,0.0615,12.5141,0,176,169,0
tests4_930.point,930,6261,0.1193,18.783,0,177,157,0
tests3_710.point,710,3699,0.0477,9.1552,0,175,161,0
tests18_810.point,810,4720,0.1052,13.4822,0,177,163,0
tests14_740.point,740,3872,0.091,11.087,0,169,160,0
tests2_780.point,780,4312,0.0667,12.039,0,175,163,0
tests15_920.point,920,6080,0.0377,10.6114,0,171,159,0
tests19_680.point,680,3378,0.031,4.3388,0,171,161,0
tests4_900.point,900,5923,0.0358,7.9385,0,175,163,0
tests17_840.point,840,5206,0.0313,6.5632,0,175,155,0
tests10_920.point,920,6030,0.0341,8.3536,0,171,163,0
tests6_600.point,600,2518,0.0154,2.5917,0,170,160,0
tests17_640.point,640,2996,0.0184,3.0582,0,171,155,0
tests2_900.point,900,5861,0.0326,8.3829,0,170,167,0
tests15_740.point,740,3887,0.0269,4.3803,0,176,162,0
tests12_500.point,500,1768,0.0198,1.5031,0,179,155,0
tests1_680.point,680,3315,0.0237,3.4447,0,175,162,0
tests8_970.point,970,6843,0.0413,8.8969,0,178,165,0
tests7_860.point,860,5390,0.0312,6.7405,0,172,160,0
tests10_540.point,540,2147,0.0146,1.8233,0,168,153,0
tests14_970.point,970,6874,0.0402,9.3188,0,176,160,0
tests11_520.point,520,1949,0.0121,1.6798,0,168,150,0
tests4_950.point,950,6603,0.0397,8.2153,0,183,160,0
tests12_540.point,540,2118,0.014,1.8367,0,171,151,0
